term,pmid,focused_sentences,text,relationships,model_curie:ft-user-92vwagyayt5ojmicz5l5vwi1-2021-10-01-12-16-16
causes,31957718," The causes of childhood blindness from the available blind school studies revealed that causes of childhood blindness have mainly shifted from corneal causes to whole globe abnormalities. 

###

","PREVALENCE AND CAUSES OF CHILDHOOD BLINDNESS IN INDIA: A SYSTEMATIC REVIEW. Childhood blindness is one of the priority targets of Vision 2020-Right To Sight due to its impact on the psychological and social growth of the child. An extensive search was performed to locate research papers on childhood blindness prevalence and its causes in the community based and blind schools, respectively, conducted from 1990 onward up to the present. Cross references were also manually searched along with expert consultation to enlarge the reference data. A total of five community-based studies on the prevalence including two refractive error studies conducted all over India in children less than 16 years were found. The causes of childhood blindness from the available blind school studies revealed that causes of childhood blindness have mainly shifted from corneal causes to whole globe abnormalities. This article highlights that though with the availability of proper healthcare facilities, the trend is changing for the causes but still a lot of effort in the form of timely neonatal eye care facilities, pediatric surgical services and proper refraction strategies is required.","
corneal causes, causes, childhood blindness
whole globe abnormalities, causes, childhood blindness
",
causes,31957718," Childhood blindness is one of the priority targets of Vision 2020-Right To Sight due to its impact on the psychological and social growth of the child. 

###

","PREVALENCE AND CAUSES OF CHILDHOOD BLINDNESS IN INDIA: A SYSTEMATIC REVIEW. Childhood blindness is one of the priority targets of Vision 2020-Right To Sight due to its impact on the psychological and social growth of the child. An extensive search was performed to locate research papers on childhood blindness prevalence and its causes in the community based and blind schools, respectively, conducted from 1990 onward up to the present. Cross references were also manually searched along with expert consultation to enlarge the reference data. A total of five community-based studies on the prevalence including two refractive error studies conducted all over India in children less than 16 years were found. The causes of childhood blindness from the available blind school studies revealed that causes of childhood blindness have mainly shifted from corneal causes to whole globe abnormalities. This article highlights that though with the availability of proper healthcare facilities, the trend is changing for the causes but still a lot of effort in the form of timely neonatal eye care facilities, pediatric surgical services and proper refraction strategies is required.",,
causes,32544913," Cerebral infarction caused by pituitary apoplexy (PA) is rare. 

###

","PITUITARY APOPLEXY LEADING TO CEREBRAL INFARCTION: A SYSTEMATIC REVIEW. Cerebral infarction caused by pituitary apoplexy (PA) is rare. To characterize the clinical features of cerebral infarction caused by PA, we performed a systematic review.","
pituitary apoplexy (PA), causes, cerebral infarction
",
causes,33116113," Stroke is one of the commonest causes of mortality among the world. 

###

","SYSTEMATIC REVIEW ON APOLIPOPROTEIN E: A STRONG GENETIC CAUSE OF HEMORRHAGIC STROKE. Stroke is one of the commonest causes of mortality among the world. Hemorrhagic stroke accounts nearly 15% of all the strokes. Different risk factors have been identified, of them hypertension, anti-coagulation therapy and previous history of ischemic strokes are significant. Regarding the genetic causes of intracerebral hemorrhage (ICH) monogenic causes play a small role. It was found that Apolipoprotein E (APOE) gene has a strong association with ICH. This is a 299 amino acids long protein located in chromosome 19. APOE has three alleles, they are epsilon 2, 3 and 4. Total 10 meta-analysis were reviewed in this article which involved 52,705 participants. When looking for the association, ∈2 and ∈4 showed positive and ∈3 showed negative association with ICH. Association of ∈4 (OR mean 1.77) was stronger than that of ∈2 (OR mean 1.71).","
Stroke, causes, mortality
",
causes,33116113," Regarding the genetic causes of intracerebral hemorrhage (ICH) monogenic causes play a small role. 

###

","SYSTEMATIC REVIEW ON APOLIPOPROTEIN E: A STRONG GENETIC CAUSE OF HEMORRHAGIC STROKE. Stroke is one of the commonest causes of mortality among the world. Hemorrhagic stroke accounts nearly 15% of all the strokes. Different risk factors have been identified, of them hypertension, anti-coagulation therapy and previous history of ischemic strokes are significant. Regarding the genetic causes of intracerebral hemorrhage (ICH) monogenic causes play a small role. It was found that Apolipoprotein E (APOE) gene has a strong association with ICH. This is a 299 amino acids long protein located in chromosome 19. APOE has three alleles, they are epsilon 2, 3 and 4. Total 10 meta-analysis were reviewed in this article which involved 52,705 participants. When looking for the association, ∈2 and ∈4 showed positive and ∈3 showed negative association with ICH. Association of ∈4 (OR mean 1.77) was stronger than that of ∈2 (OR mean 1.71).","
genetics, causes, intracerebral hemorrhage (ICH)
monogenic causes, causes, intracerebral hemorrhage (ICH)
",
causes,28222210,"The causes of SH can be classified as external, internal and intraarticular. 

###

","SNAPPING HIP SYNDROME: SYSTEMATIC REVIEW OF SURGICAL TREATMENT. The snapping hip (SH) syndrome is characterised by an audible snapping, often accompanied by pain, which usually occurs with the flexion and extension of the hip during exercise or ordinary daily activities.The causes of SH can be classified as external, internal and intraarticular. The prevalence of asymptomatic SH in the population is unknown and the incidence of symptomatic cases is not well-defined. The painless snapping in the hip is common in the general population; the symptomatic SH with debilitating pain and weakness is often seen in those who take part in activities such as ballet and running hurdles.The clinician's goal is to determine the cause and treat patients who have symptomatic SH so that they may return to their activities or to athletic peak performance.Most patients with SH can be treated conservatively. However, surgery may be indicated if the condition becomes chronically symptomatic. Arthroscopy may prove useful in the treatment of intraarticular lesions that are causing discomfort. Various techniques have been described with different grades of success. The aim is to achieve the least invasive procedure with the lowest potential complications that corrects the painful snapping, according to the patient's characteristics.The purpose of this systematic review is to clarify the results of the surgical treatment of SH, after the failure of the conservative treatment.",,
causes,28222210,"The clinician's goal is to determine the cause and treat patients who have symptomatic SH so that they may return to their activities or to athletic peak performance.M

###

","SNAPPING HIP SYNDROME: SYSTEMATIC REVIEW OF SURGICAL TREATMENT. The snapping hip (SH) syndrome is characterised by an audible snapping, often accompanied by pain, which usually occurs with the flexion and extension of the hip during exercise or ordinary daily activities.The causes of SH can be classified as external, internal and intraarticular. The prevalence of asymptomatic SH in the population is unknown and the incidence of symptomatic cases is not well-defined. The painless snapping in the hip is common in the general population; the symptomatic SH with debilitating pain and weakness is often seen in those who take part in activities such as ballet and running hurdles.The clinician's goal is to determine the cause and treat patients who have symptomatic SH so that they may return to their activities or to athletic peak performance.Most patients with SH can be treated conservatively. However, surgery may be indicated if the condition becomes chronically symptomatic. Arthroscopy may prove useful in the treatment of intraarticular lesions that are causing discomfort. Various techniques have been described with different grades of success. The aim is to achieve the least invasive procedure with the lowest potential complications that corrects the painful snapping, according to the patient's characteristics.The purpose of this systematic review is to clarify the results of the surgical treatment of SH, after the failure of the conservative treatment.",,
causes,28222210," Arthroscopy may prove useful in the treatment of intraarticular lesions that are causing discomfort. 

###

","SNAPPING HIP SYNDROME: SYSTEMATIC REVIEW OF SURGICAL TREATMENT. The snapping hip (SH) syndrome is characterised by an audible snapping, often accompanied by pain, which usually occurs with the flexion and extension of the hip during exercise or ordinary daily activities.The causes of SH can be classified as external, internal and intraarticular. The prevalence of asymptomatic SH in the population is unknown and the incidence of symptomatic cases is not well-defined. The painless snapping in the hip is common in the general population; the symptomatic SH with debilitating pain and weakness is often seen in those who take part in activities such as ballet and running hurdles.The clinician's goal is to determine the cause and treat patients who have symptomatic SH so that they may return to their activities or to athletic peak performance.Most patients with SH can be treated conservatively. However, surgery may be indicated if the condition becomes chronically symptomatic. Arthroscopy may prove useful in the treatment of intraarticular lesions that are causing discomfort. Various techniques have been described with different grades of success. The aim is to achieve the least invasive procedure with the lowest potential complications that corrects the painful snapping, according to the patient's characteristics.The purpose of this systematic review is to clarify the results of the surgical treatment of SH, after the failure of the conservative treatment.","
intraarticular lesions, causes, discomfort
",
causes,29567339," The aim of this study is to analyze the causes of failure and to provide a treatment algorithm. 

###

","MANAGEMENT OF FAILURE AFTER SURGERY FOR GASTRO-ESOPHAGEAL REFLUX DISEASE. Surgical treatment of gastro-esophageal reflux disease (ST-GERD) is well-codified and offers an alternative to long-term medical treatment with a better efficacy for short and long-term outcomes. However, failure of ST-GERD is observed in 2-20% of patients; management is challenging and not standardized. The aim of this study is to analyze the causes of failure and to provide a treatment algorithm. The clinical aspects of ST-GERD failure are variable including persistent reflux, dysphagia or permanent discomfort leading to an important degradation of the quality of life. A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. The most frequent causes of failure of ST-GERD include errors in the initial indication, which often only need medical treatment, and surgical technical errors, for which surgical redo surgery can be difficult. Multidisciplinary management is necessary in order to offer the best-adapted treatment.",,
causes,29567339," A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. 

###

","MANAGEMENT OF FAILURE AFTER SURGERY FOR GASTRO-ESOPHAGEAL REFLUX DISEASE. Surgical treatment of gastro-esophageal reflux disease (ST-GERD) is well-codified and offers an alternative to long-term medical treatment with a better efficacy for short and long-term outcomes. However, failure of ST-GERD is observed in 2-20% of patients; management is challenging and not standardized. The aim of this study is to analyze the causes of failure and to provide a treatment algorithm. The clinical aspects of ST-GERD failure are variable including persistent reflux, dysphagia or permanent discomfort leading to an important degradation of the quality of life. A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. The most frequent causes of failure of ST-GERD include errors in the initial indication, which often only need medical treatment, and surgical technical errors, for which surgical redo surgery can be difficult. Multidisciplinary management is necessary in order to offer the best-adapted treatment.",,
causes,29567339,"The most frequent causes of failure of ST-GERD include errors in the initial indication, which often only need medical treatment, and surgical technical errors, for which surgical redo surgery can be difficult. 

###

","MANAGEMENT OF FAILURE AFTER SURGERY FOR GASTRO-ESOPHAGEAL REFLUX DISEASE. Surgical treatment of gastro-esophageal reflux disease (ST-GERD) is well-codified and offers an alternative to long-term medical treatment with a better efficacy for short and long-term outcomes. However, failure of ST-GERD is observed in 2-20% of patients; management is challenging and not standardized. The aim of this study is to analyze the causes of failure and to provide a treatment algorithm. The clinical aspects of ST-GERD failure are variable including persistent reflux, dysphagia or permanent discomfort leading to an important degradation of the quality of life. A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. The most frequent causes of failure of ST-GERD include errors in the initial indication, which often only need medical treatment, and surgical technical errors, for which surgical redo surgery can be difficult. Multidisciplinary management is necessary in order to offer the best-adapted treatment.",,
causes,29567339," A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. 

###

","MANAGEMENT OF FAILURE AFTER SURGERY FOR GASTRO-ESOPHAGEAL REFLUX DISEASE. Surgical treatment of gastro-esophageal reflux disease (ST-GERD) is well-codified and offers an alternative to long-term medical treatment with a better efficacy for short and long-term outcomes. However, failure of ST-GERD is observed in 2-20% of patients; management is challenging and not standardized. The aim of this study is to analyze the causes of failure and to provide a treatment algorithm. The clinical aspects of ST-GERD failure are variable including persistent reflux, dysphagia or permanent discomfort leading to an important degradation of the quality of life. A morphological and functional pre-therapeutic evaluation is necessary to: (i) determine whether the symptoms are due to recurrence of reflux or to an error in initial indication and (ii) to understand the cause of the failure. The most frequent causes of failure of ST-GERD include errors in the initial indication, which often only need medical treatment, and surgical technical errors, for which surgical redo surgery can be difficult. Multidisciplinary management is necessary in order to offer the best-adapted treatment.","
reflux, causes, symptoms
",
causes,19547738," Rickettsioses are diseases caused by rickettsiae, obligate intracellular bacteria that are transmitted by arthropods to humans. 

###

","TYPHUS AND OTHER RICKETTSIOSES: EMERGING INFECTIONS IN GERMANY. Rickettsioses are diseases caused by rickettsiae, obligate intracellular bacteria that are transmitted by arthropods to humans. They cause various types of spotted fever and typhus.","
rickettsiae, causes, rickettsioses
rickettsiae, causes, diseases
",
causes,32874063," Although CS is often the cause of diarrhoea among patients with gastroenteropancreatic NETs (GEP-NETs), other causes to consider include pancreatic enzyme insufficiency (PEI), bile acid malabsorption and small intestinal bacterial overgrowth. 

###

","DIFFERENTIAL DIAGNOSIS OF DIARRHOEA IN PATIENTS WITH NEUROENDOCRINE TUMOURS: A SYSTEMATIC REVIEW. Approximately 20% of patients with neuroendocrine tumours (NETs) develop carcinoid syndrome (CS), characterised by flushing and diarrhoea. Somatostatin analogues or telotristat can be used to control symptoms of CS through inhibition of serotonin secretion. Although CS is often the cause of diarrhoea among patients with gastroenteropancreatic NETs (GEP-NETs), other causes to consider include pancreatic enzyme insufficiency (PEI), bile acid malabsorption and small intestinal bacterial overgrowth. If other causes of diarrhoea unrelated to serotonin secretion are mistaken for CS diarrhoea, these treatments may be ineffective against the diarrhoea, risking detrimental effects to patient quality of life.","
CS, causes, diarrhoea
pancreatic enzyme insufficiency (PEI), causes, diarrhoea
bile acid malabsorption, causes, diarrhoea
small intestinal bacterial overgrowth, causes, diarrhoea
"," 
"
causes,28054229," Primary epiphyseal subacute osteomyelitis (PESAO) caused by Mycobacterium species in young children is poorly recognized. 

###

","PRIMARY SUBACUTE EPIPHYSEAL OSTEOMYELITIS CAUSED BY MYCOBACTERIUM SPECIES IN YOUNG CHILDREN: A MODERN DIAGNOSTIC APPROACH. Primary epiphyseal subacute osteomyelitis (PESAO) caused by Mycobacterium species in young children is poorly recognized. We aimed to define the spectrum of this uncommon condition and to propose a novel diagnostic approach. We performed a systematic review of the literature on the PubMed website by selecting all reports of isolated infantile PESAO caused by Mycobacterium species since 1975. We identified 350 citations, of which 174 were assessed for eligibility based on title and abstract. The full text of 81 eligible citations was screened, and relevant data of 15 children under 4 years of age with mycobacterial PESAO were extracted. These data were pooled with those from our Institution. Data from 16 children were reviewed. The median age was 16 ± 7 months and the male:female ratio 1.7. The knee was the most common infection site (94%). The diagnosis of mycobacterial disease was delayed in all cases (range, 2 weeks to 6 months), and initially presumed by histology in 15 children (94%). Microbiologically proven diagnosis was confirmed by bone cultures in 8 of the 15 children (53%), and by specific PCR in 2 of the 3 culture-negative bone specimens (67%). Three children experienced long-term orthopedic complications despite surgical drainage and prolonged antimycobacterial regimens. All recently reported cases came from high-burden tuberculosis areas. Mycobacterium species contribute to the burden of infantile PESAO in endemic tuberculosis areas and may cause growth disturbances. We argue in favor of the early recognition of mycobacterial disease by specific molecular assays in children with infantile PESAO living in high-burden areas.","
Mycobacterium species, causes, primary epiphyseal subacute osteomyelitis (PESAO)
"," 
Mycobacterium species, causes, epiphyseal"
causes,28054229," We performed a systematic review of the literature on the PubMed website by selecting all reports of isolated infantile PESAO caused by Mycobacterium species since 1975. 

###

","PRIMARY SUBACUTE EPIPHYSEAL OSTEOMYELITIS CAUSED BY MYCOBACTERIUM SPECIES IN YOUNG CHILDREN: A MODERN DIAGNOSTIC APPROACH. Primary epiphyseal subacute osteomyelitis (PESAO) caused by Mycobacterium species in young children is poorly recognized. We aimed to define the spectrum of this uncommon condition and to propose a novel diagnostic approach. We performed a systematic review of the literature on the PubMed website by selecting all reports of isolated infantile PESAO caused by Mycobacterium species since 1975. We identified 350 citations, of which 174 were assessed for eligibility based on title and abstract. The full text of 81 eligible citations was screened, and relevant data of 15 children under 4 years of age with mycobacterial PESAO were extracted. These data were pooled with those from our Institution. Data from 16 children were reviewed. The median age was 16 ± 7 months and the male:female ratio 1.7. The knee was the most common infection site (94%). The diagnosis of mycobacterial disease was delayed in all cases (range, 2 weeks to 6 months), and initially presumed by histology in 15 children (94%). Microbiologically proven diagnosis was confirmed by bone cultures in 8 of the 15 children (53%), and by specific PCR in 2 of the 3 culture-negative bone specimens (67%). Three children experienced long-term orthopedic complications despite surgical drainage and prolonged antimycobacterial regimens. All recently reported cases came from high-burden tuberculosis areas. Mycobacterium species contribute to the burden of infantile PESAO in endemic tuberculosis areas and may cause growth disturbances. We argue in favor of the early recognition of mycobacterial disease by specific molecular assays in children with infantile PESAO living in high-burden areas.","
Mycobacterium, causes, PESAO
"," 
Mycobacterium, causes, PESAO"
causes,28054229," Mycobacterium species contribute to the burden of infantile PESAO in endemic tuberculosis areas and may cause growth disturbances. 

###

","PRIMARY SUBACUTE EPIPHYSEAL OSTEOMYELITIS CAUSED BY MYCOBACTERIUM SPECIES IN YOUNG CHILDREN: A MODERN DIAGNOSTIC APPROACH. Primary epiphyseal subacute osteomyelitis (PESAO) caused by Mycobacterium species in young children is poorly recognized. We aimed to define the spectrum of this uncommon condition and to propose a novel diagnostic approach. We performed a systematic review of the literature on the PubMed website by selecting all reports of isolated infantile PESAO caused by Mycobacterium species since 1975. We identified 350 citations, of which 174 were assessed for eligibility based on title and abstract. The full text of 81 eligible citations was screened, and relevant data of 15 children under 4 years of age with mycobacterial PESAO were extracted. These data were pooled with those from our Institution. Data from 16 children were reviewed. The median age was 16 ± 7 months and the male:female ratio 1.7. The knee was the most common infection site (94%). The diagnosis of mycobacterial disease was delayed in all cases (range, 2 weeks to 6 months), and initially presumed by histology in 15 children (94%). Microbiologically proven diagnosis was confirmed by bone cultures in 8 of the 15 children (53%), and by specific PCR in 2 of the 3 culture-negative bone specimens (67%). Three children experienced long-term orthopedic complications despite surgical drainage and prolonged antimycobacterial regimens. All recently reported cases came from high-burden tuberculosis areas. Mycobacterium species contribute to the burden of infantile PESAO in endemic tuberculosis areas and may cause growth disturbances. We argue in favor of the early recognition of mycobacterial disease by specific molecular assays in children with infantile PESAO living in high-burden areas.",," 
Mycobacterium, causes, infantile PESAO
"
causes,16570396," A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. 

###

","PREGNANCY-ASSOCIATED DEATH: A QUALITATIVE SYSTEMATIC REVIEW OF HOMICIDE AND SUICIDE. A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). Of these studies, 747 homicides and 349 suicides were identified. All studies were included except duplicate datasets, case reports of less than 3 events, suicide attempts, unpublished manuscripts, review articles, or non-English studies. Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. Therefore, screening for both partner violence and suicidal ideation are essential components of comprehensive medical care for women during and after pregnancy.",," 
"
causes,16570396,"Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). 

###

","PREGNANCY-ASSOCIATED DEATH: A QUALITATIVE SYSTEMATIC REVIEW OF HOMICIDE AND SUICIDE. A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). Of these studies, 747 homicides and 349 suicides were identified. All studies were included except duplicate datasets, case reports of less than 3 events, suicide attempts, unpublished manuscripts, review articles, or non-English studies. Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. Therefore, screening for both partner violence and suicidal ideation are essential components of comprehensive medical care for women during and after pregnancy.",," 
homicide, causes, pregnancy-induced death
suicide, causes"
causes,16570396," Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. 

###

","PREGNANCY-ASSOCIATED DEATH: A QUALITATIVE SYSTEMATIC REVIEW OF HOMICIDE AND SUICIDE. A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). Of these studies, 747 homicides and 349 suicides were identified. All studies were included except duplicate datasets, case reports of less than 3 events, suicide attempts, unpublished manuscripts, review articles, or non-English studies. Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. Therefore, screening for both partner violence and suicidal ideation are essential components of comprehensive medical care for women during and after pregnancy.","
homicide, causes,  pregnancy-associated death
suicide, causes, pregnancy-associated death
"," 
Homicide, causes, pregnancy-associated death"
causes,16570396,"Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. 

###

","PREGNANCY-ASSOCIATED DEATH: A QUALITATIVE SYSTEMATIC REVIEW OF HOMICIDE AND SUICIDE. A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). Of these studies, 747 homicides and 349 suicides were identified. All studies were included except duplicate datasets, case reports of less than 3 events, suicide attempts, unpublished manuscripts, review articles, or non-English studies. Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. Therefore, screening for both partner violence and suicidal ideation are essential components of comprehensive medical care for women during and after pregnancy.","
homicide, causes,  pregnancy-associated death
partner violence, causes, homicide
partner violence, causes, pregnancy-associated death
"," 
"
causes,16570396," Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. 

###

","PREGNANCY-ASSOCIATED DEATH: A QUALITATIVE SYSTEMATIC REVIEW OF HOMICIDE AND SUICIDE. A systematic review of the literature on maternal homicide and suicide was performed to understand the causes of pregnancy-associated death. Forty-four studies examined homicide and/or suicide and pregnancy-associated death (defined as the death of a woman, from any cause, while she is pregnant or within 1 year of termination of pregnancy) (1). Of these studies, 747 homicides and 349 suicides were identified. All studies were included except duplicate datasets, case reports of less than 3 events, suicide attempts, unpublished manuscripts, review articles, or non-English studies. Homicide is a leading cause of pregnancy-associated death and suicide is also an important cause of death among pregnant and recently pregnant women. Healthcare providers should understand that homicide is a leading cause of pregnancy-associated death, most commonly as a result of partner violence. Therefore, screening for both partner violence and suicidal ideation are essential components of comprehensive medical care for women during and after pregnancy.","
homicide, causes,  pregnancy-associated death
partner violence, causes, homicide
partner violence, causes, pregnancy-associated death
"," 
"
causes,29135152," This systematic review of literature was conducted to identify the causes and estimate the incidence of erroneous diagnoses. 

###

","[MASKS OF UROGENITAL TUBERCULOSIS AS THE CAUSE OF DIAGNOSTIC ERRORS]. Urogenital tuberculosis does not have pathognomonic symptoms, so diagnostic errors are quite common. This systematic review of literature was conducted to identify the causes and estimate the incidence of erroneous diagnoses. We critically evaluated some articles in which the authors describe observations of urogenital tuberculosis as rare and unusual because they never encountered this disease, but in fact that were typical manifestations of genitourinary tuberculosis. The authors analyzed and illustrated the features of urinary tuberculosis in patients with pulmonary tuberculosis, differential diagnosis of urogenital tuberculosis and kidney cancer and male genitourinary organs, described errors in the diagnosis of urethral, testicular, penile, prostatic and epididymal tuberculosis. Urolithiasis was described as a mask and concomitant disease of urogenital tuberculosis. Really rare forms of bladder tuberculosis as the cause of diagnostic errors are described. Examples of fatal outcomes of urogenital tuberculosis are given. The authors analyzed cases of granulomatous interstitial nephritis due to tuberculosis infection and tuberculosis of the renal artery as the cause of renovascular hypertension. The most common causes of late diagnosis of urogenital tuberculosis are the absence of a typical pattern and the tendency to manifest under the guise of other diseases.",," 
"
causes,29135152,"We critically evaluated some articles in which the authors describe observations of urogenital tuberculosis as rare and unusual because they never encountered this disease, but in fact that were typical manifestations of genitourinary tuberculosis. 

###

","[MASKS OF UROGENITAL TUBERCULOSIS AS THE CAUSE OF DIAGNOSTIC ERRORS]. Urogenital tuberculosis does not have pathognomonic symptoms, so diagnostic errors are quite common. This systematic review of literature was conducted to identify the causes and estimate the incidence of erroneous diagnoses. We critically evaluated some articles in which the authors describe observations of urogenital tuberculosis as rare and unusual because they never encountered this disease, but in fact that were typical manifestations of genitourinary tuberculosis. The authors analyzed and illustrated the features of urinary tuberculosis in patients with pulmonary tuberculosis, differential diagnosis of urogenital tuberculosis and kidney cancer and male genitourinary organs, described errors in the diagnosis of urethral, testicular, penile, prostatic and epididymal tuberculosis. Urolithiasis was described as a mask and concomitant disease of urogenital tuberculosis. Really rare forms of bladder tuberculosis as the cause of diagnostic errors are described. Examples of fatal outcomes of urogenital tuberculosis are given. The authors analyzed cases of granulomatous interstitial nephritis due to tuberculosis infection and tuberculosis of the renal artery as the cause of renovascular hypertension. The most common causes of late diagnosis of urogenital tuberculosis are the absence of a typical pattern and the tendency to manifest under the guise of other diseases.",," 
"
causes,29135152," Really rare forms of bladder tuberculosis as the cause of diagnostic errors are described. 

###

","[MASKS OF UROGENITAL TUBERCULOSIS AS THE CAUSE OF DIAGNOSTIC ERRORS]. Urogenital tuberculosis does not have pathognomonic symptoms, so diagnostic errors are quite common. This systematic review of literature was conducted to identify the causes and estimate the incidence of erroneous diagnoses. We critically evaluated some articles in which the authors describe observations of urogenital tuberculosis as rare and unusual because they never encountered this disease, but in fact that were typical manifestations of genitourinary tuberculosis. The authors analyzed and illustrated the features of urinary tuberculosis in patients with pulmonary tuberculosis, differential diagnosis of urogenital tuberculosis and kidney cancer and male genitourinary organs, described errors in the diagnosis of urethral, testicular, penile, prostatic and epididymal tuberculosis. Urolithiasis was described as a mask and concomitant disease of urogenital tuberculosis. Really rare forms of bladder tuberculosis as the cause of diagnostic errors are described. Examples of fatal outcomes of urogenital tuberculosis are given. The authors analyzed cases of granulomatous interstitial nephritis due to tuberculosis infection and tuberculosis of the renal artery as the cause of renovascular hypertension. The most common causes of late diagnosis of urogenital tuberculosis are the absence of a typical pattern and the tendency to manifest under the guise of other diseases.","
bladder tuberculosis, causes, diagnostic errors
"," 
"
causes,29135152," The authors analyzed cases of granulomatous interstitial nephritis due to tuberculosis infection and tuberculosis of the renal artery as the cause of renovascular hypertension. 

###

","[MASKS OF UROGENITAL TUBERCULOSIS AS THE CAUSE OF DIAGNOSTIC ERRORS]. Urogenital tuberculosis does not have pathognomonic symptoms, so diagnostic errors are quite common. This systematic review of literature was conducted to identify the causes and estimate the incidence of erroneous diagnoses. We critically evaluated some articles in which the authors describe observations of urogenital tuberculosis as rare and unusual because they never encountered this disease, but in fact that were typical manifestations of genitourinary tuberculosis. The authors analyzed and illustrated the features of urinary tuberculosis in patients with pulmonary tuberculosis, differential diagnosis of urogenital tuberculosis and kidney cancer and male genitourinary organs, described errors in the diagnosis of urethral, testicular, penile, prostatic and epididymal tuberculosis. Urolithiasis was described as a mask and concomitant disease of urogenital tuberculosis. Really rare forms of bladder tuberculosis as the cause of diagnostic errors are described. Examples of fatal outcomes of urogenital tuberculosis are given. The authors analyzed cases of granulomatous interstitial nephritis due to tuberculosis infection and tuberculosis of the renal artery as the cause of renovascular hypertension. The most common causes of late diagnosis of urogenital tuberculosis are the absence of a typical pattern and the tendency to manifest under the guise of other diseases.","
tuberculosis, causes, granulomatous interstitial nephritis
tuberculosis of the renal artery, causes, renovascular hypertension
"," 
tuberculosis, causes, granulomatous interstitial ne"
